symbol,exchange,quoteType,rank,fundop_annual_report_expense_ratio,fundop_annual_holdings_turnover,fundop_total_net_assets,market,etf_type,info_market,info_region,info_currency,info_netExpenseRatio,info_totalAssets,info_netAssets,info_fundInceptionDate,info_fundFamily,info_legalType,info_category,info_averageDailyVolume3Month,info_averageVolume,info_threeYearAverageReturn,info_fiveYearAverageReturn,info_ytdReturn,info_fiftyTwoWeekChangePercent
SPY,PCX,etf,26769.0,0.000945,0.03,460530.22,US,index,us_market,US,USD,0.0945,712072560640.0,712072560000.0,727660800.0,State Street Investment Management,Exchange Traded Fund,Large Blend,82024291.0,82024291.0,0.2027,0.1411215,17.7547,13.172913
VOO,PCX,etf,21620.0,0.00029999999,0.02,460995.72,US,index,us_market,US,USD,0.03,1474517663744.0,1474517660000.0,974073600.0,Vanguard,Exchange Traded Fund,Large Blend,9681195.0,9681195.0,0.20376159,0.1417106,17.84258,13.14336
VTI,PCX,etf,21042.0,0.00029999999,0.02,288718.38,US,index,us_market,US,USD,0.03,2056287551488.0,2056287550000.0,990662400.0,Vanguard,Exchange Traded Fund,Large Blend,5100411.0,5100411.0,0.1944247,0.1271842,17.1361,12.491274
GDX,PCX,etf,20945.0,0.0050999997,0.15,26028.42,US,sector,us_market,US,USD,0.51,25801220096.0,25801220100.0,1147737600.0,VanEck,Exchange Traded Fund,Equity Precious Metals,26078122.0,26078122.0,0.49689078,0.2491301,155.60648,139.97083
TLT,NGM,etf,20797.0,0.0015,0.19,0.0,US,bond,us_market,US,USD,0.15,47466233856.0,47466234000.0,1027296000.0,iShares,Exchange Traded Fund,Long Government,35032214.0,35032214.0,-0.0288108,-0.0743694,4.1721,-3.6839187
UVXY,BTS,etf,20584.0,0.0095,0.0,0.0,US,commodity,us_market,US,USD,0.95,403996224.0,403996224.0,1317600000.0,ProShares,Exchange Traded Fund,Trading--Miscellaneous,8357124.0,8357124.0,-0.6891498,-0.7330286,-65.47757,-58.763004
IWM,PCX,etf,20480.0,0.0019,0.18,3130.26,US,index,us_market,US,USD,0.19,73744367616.0,73744368000.0,958953600.0,iShares,Exchange Traded Fund,Small Blend,41248680.0,41248680.0,0.1147881,0.0546174,12.69315,13.938332
SCHD,PCX,etf,20440.0,0.00059999997,0.3,79728.79,US,index,us_market,US,USD,0.06,71642513408.0,71642513000.0,1319068800.0,Schwab ETFs,Exchange Traded Fund,Large Value,19291486.0,19291486.0,0.0974949,0.108741105,4.44558,11.747753
GDXJ,PCX,etf,20396.0,0.0050999997,0.28,7811.16,US,sector,us_market,US,USD,0.51,9405746176.0,9405746200.0,1257811200.0,VanEck,Exchange Traded Fund,Equity Precious Metals,5960731.0,5960731.0,0.5494831,0.22737049,173.4516,153.94507
VGT,PCX,etf,20294.0,0.00090000004,0.08,453295.66,US,sector,us_market,US,USD,0.09,130697306112.0,130697306000.0,1080172800.0,Vanguard,Exchange Traded Fund,Technology,561706.0,561706.0,0.270524,0.1589188,21.78151,15.10613
IVV,PCX,etf,20293.0,0.00029999999,0.03,460550.34,US,index,us_market,US,USD,0.03,760624054272.0,760624050000.0,958348800.0,iShares,Exchange Traded Fund,Large Blend,9876978.0,9876978.0,0.20364611,0.1418427,17.84909,13.109612
IBIT,NGM,etf,20291.0,0.0025,0.0,0.0,US,commodity,us_market,US,USD,0.25,67386511360.0,67386511000.0,1704412800.0,iShares,Exchange Traded Fund,Digital Assets,63669155.0,63669155.0,,,-7.07798,-21.444124
VYM,PCX,etf,20290.0,0.00059999997,0.13,138338.4,US,index,us_market,US,USD,0.06,84523483136.0,84523483000.0,1163116800.0,Vanguard,Exchange Traded Fund,Large Value,1644426.0,1644426.0,0.1456708,0.136022,15.4335,14.629757
FB,BTS,etf,20277.0,0.0058,0.0,464347.38,US,index,us_market,US,USD,0.58,1688063.0,1688063.0,1750723200.0,ProShares,Exchange Traded Fund,Defined Outcome,731.0,731.0,,,0.0013957,5.885744
SOXX,NGM,etf,20260.0,0.0034,0.27,186980.88,US,sector,us_market,US,USD,0.34,17523822592.0,17523822600.0,994723200.0,iShares,Exchange Traded Fund,Technology,6411421.0,6411421.0,0.35530472,0.2169384,40.70879,49.96823
SMH,NGM,etf,20252.0,0.0034999999,0.12,484017.1,US,sector,us_market,US,USD,0.35,37268475904.0,37268476000.0,1324339200.0,VanEck,Exchange Traded Fund,Technology,7545124.0,7545124.0,0.4794328,0.2847215,49.16406,53.823235
ACWI,NGM,etf,20238.0,0.0032,0.03,221563.47,US,index,us_market,US,USD,0.32,25207222272.0,25207222300.0,1206489600.0,iShares,Exchange Traded Fund,Global Large-Stock Blend,4006062.0,4006062.0,0.1867197,0.112404406,22.42944,18.543041
JEPI,PCX,etf,20234.0,0.0034999999,1.72,185369.81,US,index,us_market,US,USD,0.35,41486352384.0,41486352000.0,1589932800.0,JPMorgan,Exchange Traded Fund,Derivative Income,5151085.0,5151085.0,0.1058653,0.099128395,8.05824,-1.321137
XLE,PCX,etf,20232.0,0.0008,0.1,118430.32,US,sector,us_market,US,USD,0.08,26484197376.0,26484197400.0,913766400.0,State Street Investment Management,Exchange Traded Fund,Equity Energy,39468098.0,39468098.0,0.0997419,0.2446778,7.93033,19.295479
GBTC,PCX,etf,20231.0,0.015,0.0,0.0,US,commodity,us_market,US,USD,1.5,14497379328.0,14497379300.0,1380067200.0,Grayscale,Exchange Traded Fund,Digital Assets,5496238.0,5496238.0,0.7511725,0.1169294,-7.67881,-22.362597
HND.TO,TOR,etf,20224.0,0.0,0.0,0.0,Canada,commodity,ca_market,US,CAD,,92404800.0,92404800.0,1200355200.0,Global X Investments Canada Inc.,Exchange Traded Fund,,6530003.0,6530003.0,-0.377238,-0.5492413,-34.49031,-57.210964
ARKK,BTS,etf,20220.0,0.0075,0.43,49419.15,US,equity,us_market,US,USD,0.75,6974854656.0,6974854700.0,1414713600.0,ARK ETF Trust,Exchange Traded Fund,Mid-Cap Growth,8141240.0,8141240.0,0.1967238,-0.12708491,35.57994,17.091835
VT,PCX,etf,20210.0,0.00059999997,0.03,147612.42,US,index,us_market,US,USD,0.06,76583043072.0,76583043000.0,1214265600.0,Vanguard,Exchange Traded Fund,Global Large-Stock Blend,4205011.0,4205011.0,0.1830894,0.110710695,22.44431,18.686617
BITO,PCX,etf,20203.0,0.0095,2.32,0.0,US,commodity,us_market,US,USD,0.95,2166586624.0,2166586620.0,1634515200.0,ProShares,Exchange Traded Fund,Digital Assets,46979221.0,46979221.0,0.3871529,,-10.85921,-53.12638
UVIX,BTS,etf,20203.0,0.041300002,0.0,0.0,US,commodity,us_market,US,USD,4.13,331332896.0,331332896.0,1648425600.0,VS TRUST,Exchange Traded Fund,Trading--Leveraged Equity,28753078.0,28753078.0,-0.8534211,,-83.21193,-79.42857
DIA,PCX,etf,20176.0,0.0016,0.08,373486.97,US,index,us_market,US,USD,0.16,44441010176.0,44441010000.0,884649600.0,State Street Investment Management,Exchange Traded Fund,Large Value,6244880.0,6244880.0,0.15214139,0.1184846,14.7329,10.59326
JEPQ,NGM,etf,20175.0,0.0034999999,1.68,678063.7,US,index,us_market,US,USD,0.35,32488318976.0,32488319000.0,1651536000.0,JPMorgan,Exchange Traded Fund,Derivative Income,5621398.0,5621398.0,0.23069559,,15.2095,1.7885089
BNDW,NGM,etf,20168.0,0.0005,0.12,0.0,US,bond,us_market,US,USD,0.05,1572771200.0,1572771200.0,1536019200.0,Vanguard,Exchange Traded Fund,Global Bond-USD Hedged,137163.0,137163.0,0.0390921,-0.00095849996,5.03158,0.04365444
EWZ,PCX,etf,20162.0,0.0058999998,0.19,28393.71,US,index,us_market,US,USD,0.59,6662084608.0,6662084600.0,963187200.0,iShares,Exchange Traded Fund,Latin America Stock,34118703.0,34118703.0,0.17132641,0.094756,48.18918,43.5002
VUG,PCX,etf,20158.0,0.0004,0.11,1019049.9,US,index,us_market,US,USD,0.04,352384516096.0,352384516000.0,1075075200.0,Vanguard,Exchange Traded Fund,Large Growth,1407822.0,1407822.0,0.2552977,0.1330325,19.43992,10.434532
AGG,PCX,etf,20145.0,0.00029999999,0.81,0.0,US,bond,us_market,US,USD,0.03,135374299136.0,135374299000.0,1064188800.0,iShares,Exchange Traded Fund,Intermediate Core Bond,8905545.0,8905545.0,0.0365492,-0.0018514,7.19366,1.9126534
XLK,PCX,etf,20141.0,0.0008,0.05,658888.4,US,sector,us_market,US,USD,0.08,92476678144.0,92476678000.0,913766400.0,State Street Investment Management,Exchange Traded Fund,Technology,17260693.0,17260693.0,0.2699505,0.1722024,24.60421,17.634033
URA,PCX,etf,20140.0,0.0069,0.1451,9750.12,US,index,us_market,US,USD,0.69,5306268160.0,5306268200.0,1288828800.0,Global X Funds,Exchange Traded Fund,Natural Resources,5698154.0,5698154.0,0.4271925,0.34073848,67.41248,84.73202
QQQM,NGM,etf,20132.0,0.0015,0.06,622081.25,US,index,us_market,US,USD,0.15,70064496640.0,70064497000.0,1602547200.0,Invesco,Exchange Traded Fund,Large Growth,5397520.0,5397520.0,0.2711293,0.1430682,20.8423,16.405249
BND,NGM,etf,20130.0,0.00029999999,0.36,0.0,US,bond,us_market,US,USD,0.03,384629145600.0,384629146000.0,1175558400.0,Vanguard,Exchange Traded Fund,Intermediate Core Bond,8756759.0,8756759.0,0.0365727,-0.0019065,7.11241,1.8467426
VNQ,PCX,etf,20122.0,0.0013,0.07,26856.36,US,sector,us_market,US,USD,0.13,64026521600.0,64026522000.0,1095897600.0,Vanguard,Exchange Traded Fund,Real Estate,4017183.0,4017183.0,0.0321866,0.0435307,3.18104,-1.0660291
XBI,PCX,etf,20118.0,0.0034999999,0.43,5559.18,US,sector,us_market,US,USD,0.35,7849013248.0,7849013200.0,1138665600.0,State Street Investment Management,Exchange Traded Fund,Health,10024814.0,10024814.0,0.1238964,-0.044390302,35.84525,34.186565
COPX,PCX,etf,20112.0,0.0064999997,0.0,17192.4,US,sector,us_market,US,USD,0.65,4685828096.0,4685828100.0,1271635200.0,Global X Funds,Exchange Traded Fund,Natural Resources,4009768.0,4009768.0,0.34743223,0.2659651,93.00065,114.116196
VXUS,NGM,etf,20112.0,0.0005,0.04,42074.87,US,index,us_market,US,USD,0.05,573723443200.0,573723440000.0,1296000000.0,Vanguard,Exchange Traded Fund,Foreign Large Blend,7553862.0,7553862.0,0.1662926,0.0863998,32.23115,29.95951
MSOS,PCX,etf,20111.0,0.0078,0.0,0.0,US,sector,us_market,US,USD,0.78,921076992.0,921076990.0,1598918400.0,AdvisorShares,Exchange Traded Fund,Miscellaneous Sector,12506083.0,12506083.0,-0.1569715,-0.3840408,23.33477,12.702703
SIVR,PCX,etf,20110.0,0.003,0.0353,0.0,US,commodity,us_market,US,USD,0.3,5430232576.0,5430232600.0,1248393600.0,Aberdeen Standard Investments,Exchange Traded Fund,Commodities Focused,4700665.0,4700665.0,0.5562033,0.2554467,148.31009,170.02272
QYLD,NGM,etf,20108.0,0.006,0.2446,622354.0,US,index,us_market,US,USD,0.6,8234535936.0,8234535900.0,1386720000.0,Global X Funds,Exchange Traded Fund,Derivative Income,6306880.0,6306880.0,0.1463736,0.0700261,9.31405,-4.935622
VDE,PCX,etf,20106.0,0.00090000004,0.11,78611.15,US,sector,us_market,US,USD,0.09,8636853248.0,8636853200.0,1095897600.0,Vanguard,Exchange Traded Fund,Equity Energy,659842.0,659842.0,0.1027753,0.24638821,7.23091,19.158506
REMX,PCX,etf,20104.0,0.0058,0.34,5245.25,US,sector,us_market,US,USD,0.58,1627188864.0,1627188860.0,1288137600.0,VanEck,Exchange Traded Fund,Natural Resources,1331045.0,1331045.0,0.0017086001,0.0439343,92.13065,109.32918
SLVP,BTS,etf,20103.0,0.0039,0.74,12944.86,US,sector,us_market,US,USD,0.39,843612864.0,843612860.0,1327968000.0,iShares,Exchange Traded Fund,Equity Precious Metals,932010.0,932010.0,0.5745813,0.2174365,200.80345,192.33525
HYG,PCX,etf,20102.0,0.0049,0.14,0.0,US,bond,us_market,US,USD,0.49,19840315392.0,19840315400.0,1175644800.0,iShares,Exchange Traded Fund,High Yield Bond,37185319.0,37185319.0,0.0806536,0.0391466,8.56018,1.2814045
EEM,PCX,etf,20101.0,0.0072000003,0.08,71352.67,US,index,us_market,US,USD,0.72,21102725120.0,21102725100.0,1049673600.0,iShares,Exchange Traded Fund,Diversified Emerging Mkts,31828385.0,31828385.0,0.16239281,0.0375642,33.3408,35.985195
EWY,PCX,etf,20097.0,0.0058999998,0.49,73304.31,US,index,us_market,US,USD,0.59,8196313088.0,8196313100.0,957830400.0,iShares,Exchange Traded Fund,Miscellaneous Region,8185514.0,8185514.0,0.2821691,0.0823112,97.57035,117.7834
SIL,PCX,etf,20096.0,0.0064999997,0.2757,12940.04,US,sector,us_market,US,USD,0.65,5047452160.0,5047452200.0,1271635200.0,Global X Funds,Exchange Traded Fund,Equity Precious Metals,3696198.0,3696198.0,0.5269498,0.1932183,165.9296,173.08643
XOP,PCX,etf,20093.0,0.0034999999,0.33,11076.44,US,sector,us_market,US,USD,0.35,1774180736.0,1774180740.0,1150675200.0,State Street Investment Management,Exchange Traded Fund,Equity Energy,3356640.0,3356640.0,0.0378273,0.1774147,-2.12896,7.3850036
NLR,PCX,etf,20092.0,0.0056,0.36,10389.75,US,index,us_market,US,USD,0.56,3602762496.0,3602762500.0,1186963200.0,VanEck,Exchange Traded Fund,Natural Resources,670801.0,670801.0,0.4206557,0.2817665,55.91365,58.22841
ETHA,NGM,etf,20080.0,0.0025,0.0,0.0,US,commodity,us_market,US,USD,0.25,10298825728.0,10298825700.0,1719187200.0,iShares,Exchange Traded Fund,Digital Assets,45788906.0,45788906.0,,,-11.56743,-15.866083
ARKX,BTS,etf,20079.0,0.0075,0.24,41604.34,US,equity,us_market,US,USD,0.75,507978848.0,507978848.0,1617062400.0,ARK ETF Trust,Exchange Traded Fund,Mid-Cap Growth,833066.0,833066.0,0.3176305,,48.28381,57.55396
SDIV,PCX,etf,20078.0,0.0058,0.6809,2622.52,US,index,us_market,US,USD,0.58,1078342272.0,1078342270.0,1307491200.0,Global X Funds,Exchange Traded Fund,Global Small/Mid Stock,573918.0,573918.0,0.1154337,0.0236708,28.26949,22.705769
EFA,PCX,etf,20077.0,0.0032,0.04,66902.26,US,index,us_market,US,USD,0.32,70395174912.0,70395175000.0,997747200.0,iShares,Exchange Traded Fund,Foreign Large Blend,19576344.0,19576344.0,0.161103,0.098481596,31.38397,26.639294
SILJ,PCX,etf,20076.0,0.0069,0.47,6698.48,US,sector,us_market,US,USD,0.69,3898094848.0,3898094850.0,1354060800.0,Amplify ETFs,Exchange Traded Fund,Equity Precious Metals,10693743.0,10693743.0,0.51030576,0.1929294,184.02,190.5254
XLF,PCX,etf,20076.0,0.0008,0.06,227790.03,US,sector,us_market,US,USD,0.08,53106024448.0,53106024000.0,913766400.0,State Street Investment Management,Exchange Traded Fund,Financial,43114362.0,43114362.0,0.1535051,0.14070481,14.92197,3.5501838
DFAC,PCX,etf,20075.0,0.0017,0.04,129956.69,US,equity,us_market,US,USD,0.17,40112345088.0,40112345000.0,1191456000.0,Dimensional Fund Advisors,Exchange Traded Fund,Large Blend,2789078.0,2789078.0,0.1694423,0.1283139,15.63215,13.621176
RSP,PCX,etf,20074.0,0.002,0.0,46982.91,US,index,us_market,US,USD,0.2,75759181824.0,75759182000.0,1051142400.0,Invesco,Exchange Traded Fund,Large Blend,18181108.0,18181108.0,0.1090263,0.1061203,11.2234,10.595775
BIZD,PCX,etf,20073.0,0.1286,0.17,3890.6,US,sector,us_market,US,USD,12.86,1606041344.0,1606041340.0,1360540800.0,VanEck,Exchange Traded Fund,Financial,2394755.0,2394755.0,0.0637384,0.0909504,-4.84201,-22.028982
VFV.TO,TOR,etf,20072.0,0.0,0.0367,637768.75,Canada,index,ca_market,US,CAD,,27602204672.0,27602204700.0,1351814400.0,Vanguard Investments Canada Inc,Exchange Traded Fund,,303696.0,303696.0,0.2104521,0.1557422,12.2328,8.494234
KWEB,PCX,etf,20072.0,0.0069999998,0.54,42241.36,US,index,us_market,US,USD,0.7,7949270016.0,7949270000.0,1375228800.0,KraneShares,Exchange Traded Fund,China Region,20981478.0,20981478.0,0.047961604,-0.1513856,23.48218,8.204973
URNM,PCX,etf,20071.0,0.0075,0.0,4177.06,US,sector,us_market,US,USD,0.75,1754738176.0,1754738180.0,1575331200.0,Sprott,Exchange Traded Fund,Natural Resources,872923.0,872923.0,0.3359919,0.3149105,40.65396,90.316154
SPYD,PCX,etf,20071.0,0.0007,0.29,29799.91,US,index,us_market,US,USD,0.07,7233514496.0,7233514500.0,1445385600.0,State Street Investment Management,Exchange Traded Fund,Mid-Cap Value,1953803.0,1953803.0,0.072648905,0.1070526,4.66674,4.269409
NVDL,NGM,etf,20071.0,0.0105,118.11,0.0,US,sector,us_market,US,USD,1.05,4736639488.0,4736639500.0,1670803200.0,Graniteshares,Exchange Traded Fund,Trading--Leveraged Equity,11436096.0,11436096.0,1.5652661,,32.47516,44.85965
JAAA,PCX,etf,20069.0,0.002,0.94,0.0,US,bond,us_market,US,USD,0.2,24287096832.0,24287096800.0,1602806400.0,Janus Henderson,Exchange Traded Fund,Securitized Bond - Focused,6009803.0,6009803.0,0.0678251,0.0461637,5.17842,-0.3930807
ICLN,NGM,etf,20069.0,0.0039,0.39,13232.33,US,index,us_market,US,USD,0.39,1896709504.0,1896709500.0,1214265600.0,iShares,Exchange Traded Fund,Miscellaneous Sector,3941942.0,3941942.0,-0.0094774,-0.08498511,46.59259,63.95451
VTV,PCX,etf,20069.0,0.0004,0.09,142984.31,US,index,us_market,US,USD,0.04,217683984384.0,217683984000.0,1075075200.0,Vanguard,Exchange Traded Fund,Large Value,4218945.0,4218945.0,0.1475112,0.1356457,15.27378,14.807713
INDA,BTS,etf,20069.0,0.0061000003,0.3,37881.17,US,index,us_market,US,USD,0.61,9582976000.0,9582976000.0,1328140800.0,iShares,Exchange Traded Fund,India Equity,6362291.0,6362291.0,0.1021989,0.0635986,2.47129,4.5231104
EIDO,PCX,etf,20068.0,0.0058999998,0.16,12586.19,US,index,us_market,US,USD,0.59,362235328.0,362235328.0,1273017600.0,iShares,Exchange Traded Fund,Miscellaneous Region,591703.0,591703.0,-0.0556551,-0.028004998,2.98234,1.1945367
MAGS,BTS,etf,20067.0,0.0029,0.0,0.0,US,equity,us_market,US,USD,0.29,4014008832.0,4014008830.0,1681084800.0,Roundhill Investments,Exchange Traded Fund,Technology,3227930.0,3227930.0,,,22.96621,17.430532
VIG,PCX,etf,20065.0,0.0005,0.11,262485.9,US,index,us_market,US,USD,0.05,119982841856.0,119982842000.0,1145577600.0,Vanguard,Exchange Traded Fund,Large Blend,1656791.0,1656791.0,0.1488397,0.1201128,14.17926,11.299992
BOTZ,NGM,etf,20063.0,0.0068,0.1043,30196.97,US,index,us_market,US,USD,0.68,3162844928.0,3162844930.0,1473638400.0,Global X Funds,Exchange Traded Fund,Miscellaneous Sector,839073.0,839073.0,0.1491716,0.0141284,13.70655,9.925485
EDV,PCX,etf,20062.0,0.0005,0.15,0.0,US,bond,us_market,US,USD,0.05,4584779776.0,4584779800.0,1196899200.0,Vanguard,Exchange Traded Fund,Long Government,1108883.0,1108883.0,-0.0701952,-0.1150708,1.27132,-8.35346
SCHG,PCX,etf,20061.0,0.0004,0.27,790207.44,US,index,us_market,US,USD,0.04,52889620480.0,52889620000.0,1260489600.0,Schwab ETFs,Exchange Traded Fund,Large Growth,12729904.0,12729904.0,0.2641916,0.141387,17.4688,8.1796055
ARKF,BTS,etf,20060.0,0.0075,0.32,67952.08,US,equity,us_market,US,USD,0.75,1103686144.0,1103686140.0,1548979200.0,ARK ETF Trust,Exchange Traded Fund,Technology,240120.0,240120.0,0.2772023,-0.0603682,28.94251,-2.3073256
AMLP,PCX,etf,20059.0,0.0085,0.18,16007.92,US,sector,us_market,US,USD,0.85,10557076480.0,10557076500.0,1282694400.0,ALPS,Exchange Traded Fund,Energy Limited Partnership,1750259.0,1750259.0,0.1667497,0.22098301,5.94127,-3.3046782
LIT,PCX,etf,20059.0,0.0075,0.5163,29987.03,US,index,us_market,US,USD,0.75,1482110976.0,1482110980.0,1279756800.0,Global X Funds,Exchange Traded Fund,Natural Resources,389900.0,389900.0,0.0160897,0.0150536,59.3054,72.070984
JETS,PCX,etf,20059.0,0.006,0.4,13243.99,US,sector,us_market,US,USD,0.6,797607488.0,797607490.0,1430352000.0,U.S. Global Investors,Exchange Traded Fund,Industrials,3979520.0,3979520.0,0.1257527,0.058834802,11.57752,12.797844
PFF,NGM,etf,20057.0,0.0045,0.2,0.0,US,commodity,us_market,US,USD,0.45,14045142016.0,14045142000.0,1174867200.0,iShares,Exchange Traded Fund,Preferred Stock,3491126.0,3491126.0,0.0429155,0.020857401,4.70238,-0.8514643
BITX,BTS,etf,20056.0,0.0238,0.0,0.0,US,commodity,us_market,US,USD,2.38,1429933312.0,1429933310.0,1687824000.0,Volatility Shares Trust,Exchange Traded Fund,Digital Assets,10866131.0,10866131.0,,,-38.70843,-61.828358
SPYG,PCX,etf,20056.0,0.0004,0.22,1113525.0,US,index,us_market,US,USD,0.04,45290835968.0,45290836000.0,969840000.0,State Street Investment Management,Exchange Traded Fund,Large Growth,4069700.0,4069700.0,0.2588766,0.1414431,22.10364,13.600612
ETHU,BTS,etf,20055.0,0.026700001,0.0,0.0,US,commodity,us_market,US,USD,2.67,1632009472.0,1632009470.0,1717372800.0,Volatility Shares Trust,Exchange Traded Fund,Digital Assets,6909406.0,6909406.0,,,-64.33344,-66.48351
SGOV,PCX,etf,20055.0,0.00090000004,0.0,0.0,US,bond,us_market,US,USD,0.09,68563730432.0,68563730000.0,1590451200.0,iShares,Exchange Traded Fund,Ultrashort Bond,15903540.0,15903540.0,0.048502497,0.032951,4.23932,0.009965897
USGG,NGM,etf,20055.0,0.0075,0.0,0.0,US,equity,us_market,US,USD,0.75,,,1768176000.0,Themes ETF Trust,Exchange Traded Fund,Trading--Leveraged Equity,228893.0,228893.0,,,,117.6225
SPLV,PCX,etf,20054.0,0.0025,0.71,56561.57,US,index,us_market,US,USD,0.25,7265528832.0,7265528800.0,1304553600.0,Invesco,Exchange Traded Fund,Large Value,3923406.0,3923406.0,0.0771218,0.08081,4.0841,3.4124017
FXI,PCX,etf,20054.0,0.0073,0.26,133955.73,US,index,us_market,US,USD,0.73,6416272384.0,6416272400.0,1096934400.0,iShares,Exchange Traded Fund,China Region,31213196.0,31213196.0,0.1028582,-0.033835,29.00688,18.556381
XLP,PCX,etf,20051.0,0.0008,0.08,108166.26,US,sector,us_market,US,USD,0.08,14695329792.0,14695329800.0,913766400.0,State Street Investment Management,Exchange Traded Fund,Consumer Defensive,17036755.0,17036755.0,0.0824061,0.0863796,1.56169,9.46269
OKLL,NGM,etf,20050.0,0.013099999,0.0,0.0,US,equity,us_market,US,USD,1.31,134152528.0,134152528.0,1750636800.0,Defiance ETFs LLC,Exchange Traded Fund,Trading--Leveraged Equity,3492568.0,3492568.0,,,0.0578414,-26.310545
URTH,PCX,etf,20049.0,0.0023999999,0.02,255012.55,US,index,us_market,US,USD,0.24,6735758848.0,6735758800.0,1326153600.0,iShares,Exchange Traded Fund,Global Large-Stock Blend,475975.0,475975.0,0.1895062,0.1233717,21.27514,16.611135
DJIA,PCX,etf,20048.0,0.006,0.0614,373486.97,US,index,us_market,US,USD,0.6,156681840.0,156681840.0,1645574400.0,Global X Funds,Exchange Traded Fund,Derivative Income,70078.0,70078.0,0.102480404,,9.56544,-3.5110533
ITA,BTS,etf,20048.0,0.0038,0.42,92093.9,US,sector,us_market,US,USD,0.38,12833245184.0,12833245200.0,1146441600.0,iShares,Exchange Traded Fund,Industrials,757826.0,757826.0,0.2843665,0.209869,48.65763,45.195187
HDV,PCX,etf,20047.0,0.0008,0.82,165581.31,US,index,us_market,US,USD,0.08,11968218112.0,11968218100.0,1301356800.0,iShares,Exchange Traded Fund,Large Value,700980.0,700980.0,0.1273099,0.12851441,11.88264,17.676151
XEQT.TO,TOR,etf,20047.0,0.0,0.0251,135099.62,Canada,equity,ca_market,US,CAD,,12183387136.0,12183387100.0,1565136000.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,586482.0,586482.0,0.1888814,0.133089,20.44989,15.937937
KRE,PCX,etf,20045.0,0.0034999999,0.42,5202.16,US,sector,us_market,US,USD,0.35,3867466240.0,3867466240.0,1150675200.0,State Street Investment Management,Exchange Traded Fund,Financial,15145573.0,15145573.0,0.0639848,0.0733996,10.19966,10.458016
KBWD,NGM,etf,20044.0,0.0539,0.6,1496.33,US,index,us_market,US,USD,5.39,419950624.0,419950624.0,1291248000.0,Invesco,Exchange Traded Fund,Financial,287563.0,287563.0,0.0461418,0.0660931,5.51084,-8.681464
XLU,PCX,etf,20044.0,0.0008,0.02,53700.76,US,sector,us_market,US,USD,0.08,21765249024.0,21765249000.0,913766400.0,State Street Investment Management,Exchange Traded Fund,Utilities,21530768.0,21530768.0,0.117621005,0.0990489,16.00804,10.038317
VEA,PCX,etf,20043.0,0.00029999999,0.03,43127.79,US,index,us_market,US,USD,0.03,268965756928.0,268965757000.0,1184889600.0,Vanguard,Exchange Traded Fund,Foreign Large Blend,18136945.0,18136945.0,0.17327471,0.1021455,35.14792,31.989729
MGK,PCX,etf,20043.0,0.0007,0.14,1180520.8,US,index,us_market,US,USD,0.07,32479666176.0,32479666200.0,1197849600.0,Vanguard,Exchange Traded Fund,Large Growth,475193.0,475193.0,0.2692669,0.142362,20.71462,11.16997
PPLT,PCX,etf,20043.0,0.006,0.0,0.0,US,commodity,us_market,US,USD,0.6,2862967552.0,2862967550.0,1262908800.0,Aberdeen Standard Investments,Exchange Traded Fund,Commodities Focused,1085645.0,1085645.0,0.3083878,0.1451369,120.4418,121.98832
IXC,PCX,etf,20042.0,0.004,0.08,110833.5,US,sector,us_market,US,USD,0.4,1906756480.0,1906756480.0,1005523200.0,iShares,Exchange Traded Fund,Equity Energy,448026.0,448026.0,0.118421204,0.22027229,13.96128,23.356926
VGLT,NGM,etf,20042.0,0.00029999999,0.2,0.0,US,bond,us_market,US,USD,0.03,14512334848.0,14512334800.0,1280448000.0,Vanguard,Exchange Traded Fund,Long Government,2322422.0,2322422.0,-0.0162881,-0.06418,5.46065,-2.5013208
VB,PCX,etf,20042.0,0.0005,0.13,9001.35,US,index,us_market,US,USD,0.05,162311405568.0,162311406000.0,1075075200.0,Vanguard,Exchange Traded Fund,Small Blend,773540.0,773540.0,0.112292804,0.0725681,8.83255,8.763588
TAN,PCX,etf,20042.0,0.0069999998,0.41,3883.17,US,index,us_market,US,USD,0.7,987427456.0,987427460.0,1208217600.0,Invesco,Exchange Traded Fund,Miscellaneous Sector,1114788.0,1114788.0,-0.111557305,-0.1366397,46.8778,69.53604
HNU.TO,TOR,etf,20041.0,0.0,0.0,0.0,Canada,commodity,ca_market,US,CAD,,211289376.0,211289376.0,1200355200.0,Global X Investments Canada Inc.,Exchange Traded Fund,,2348862.0,2348862.0,-0.64719933,-0.59745073,-57.63792,-59.74934
IGV,BTS,etf,20040.0,0.0039,0.2,130972.94,US,sector,us_market,US,USD,0.39,7906854400.0,7906854400.0,994723200.0,iShares,Exchange Traded Fund,Technology,7089916.0,7089916.0,0.1389496,0.031878,5.61529,-20.334476
PBW,PCX,etf,20039.0,0.0064,0.0,3008.5,US,index,us_market,US,USD,0.64,661955072.0,661955070.0,1109808000.0,Invesco,Exchange Traded Fund,Small Growth,899813.0,899813.0,-0.0753586,-0.2127732,53.82528,71.8941
MSTX,NGM,etf,20039.0,0.013099999,40.06,0.0,US,equity,us_market,US,USD,1.31,278714752.0,278714752.0,1723593600.0,Defiance ETFs LLC,Exchange Traded Fund,Trading--Leveraged Equity,42681431.0,42681431.0,,,-89.06079,-93.30554
