symbol,exchange,quoteType,rank,fundop_annual_report_expense_ratio,fundop_annual_holdings_turnover,fundop_total_net_assets,market,etf_type,info_market,info_region,info_currency,info_netExpenseRatio,info_totalAssets,info_netAssets,info_fundInceptionDate,info_fundFamily,info_legalType,info_category,info_averageDailyVolume3Month,info_averageVolume,info_threeYearAverageReturn,info_fiveYearAverageReturn,info_ytdReturn,info_fiftyTwoWeekChangePercent
QTEC,NGM,etf,20012.0,0.0055,0.28,165103.84,US,index,us_market,US,USD,0.55,2888599296.0,2888599300.0,1145404800.0,First Trust,Exchange Traded Fund,Technology,194021.0,194021.0,0.22734079,0.099657804,22.44301,10.7759
VUN.TO,TOR,etf,20012.0,0.0,0.0553,398877.16,Canada,equity,ca_market,US,CAD,,14401294336.0,14401294300.0,1375401600.0,Vanguard Investments Canada Inc,Exchange Traded Fund,,46250.0,46250.0,0.1997231,0.14024399,11.44619,7.680464
VWOB,NGM,etf,20012.0,0.0015,0.24,0.0,US,bond,us_market,US,USD,0.15,6128674304.0,6128674300.0,1369958400.0,Vanguard,Exchange Traded Fund,Emerging Markets Bond,731371.0,731371.0,0.0815302,0.0175438,13.02181,4.472053
FHLC,PCX,etf,20012.0,0.00084,0.03,121746.95,US,sector,us_market,US,USD,0.084,2826458112.0,2826458110.0,1382313600.0,Fidelity Investments,Exchange Traded Fund,Health,178676.0,178676.0,0.0679874,0.059202097,15.3651,5.7384133
EWH,PCX,etf,20011.0,0.005,0.1,36398.97,US,index,us_market,US,USD,0.5,654477056.0,654477060.0,826588800.0,iShares,Exchange Traded Fund,China Region,3040065.0,3040065.0,0.0705184,0.0191016,34.88893,43.995094
VV,PCX,etf,20011.0,0.0004,0.02,480629.75,US,index,us_market,US,USD,0.04,67178393600.0,67178394000.0,1120089600.0,Vanguard,Exchange Traded Fund,Large Blend,306829.0,306829.0,0.2058246,0.1356792,18.10034,12.6799345
VOOV,PCX,etf,20011.0,0.0007,0.32,166566.8,US,index,us_market,US,USD,0.07,6151507456.0,6151507500.0,1283817600.0,Vanguard,Exchange Traded Fund,Large Value,88439.0,88439.0,0.13908571,0.13350509,13.1147,12.573778
XUU-U.TO,TOR,etf,20011.0,0.0,0.0837,417065.3,Canada,equity,ca_market,US,USD,,,,1571702400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,2177.0,2177.0,0.1850465,0.1299194,16.50969,12.5774975
XQQU-U.TO,TOR,etf,20011.0,0.0,0.6044,846372.56,Canada,index,ca_market,US,USD,,,,1693958400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,1915.0,1915.0,,,20.40982,18.63258
VSS,PCX,etf,20011.0,0.0008,0.27,2012.21,US,index,us_market,US,USD,0.08,12401642496.0,12401642500.0,1549497600.0,Vanguard,Exchange Traded Fund,Foreign Small/Mid Blend,368047.0,368047.0,0.1503551,0.0739268,29.98619,31.462788
COPP.TO,TOR,etf,20010.0,0.0,0.82739997,27135.18,Canada,sector,ca_market,US,CAD,,60074120.0,60074120.0,1652659200.0,Global X Investments Canada Inc.,Exchange Traded Fund,,24980.0,24980.0,0.2795144,,66.61671,104.330086
VIOV,PCX,etf,20010.0,0.001,0.47,2663.82,US,index,us_market,US,USD,0.1,1504747264.0,1504747260.0,1283817600.0,Vanguard,Exchange Traded Fund,Small Value,44627.0,44627.0,0.0681562,0.086988404,6.66322,13.252508
NUKZ,PCX,etf,20010.0,0.0085,0.23,25894.81,US,index,us_market,US,USD,0.85,725102016.0,725102020.0,1704844800.0,Exchange Traded Concepts,Exchange Traded Fund,Miscellaneous Sector,150415.0,150415.0,,,56.753,44.54229
VTWG,NGM,etf,20010.0,0.001,0.28,3980.69,US,index,us_market,US,USD,0.1,1338510592.0,1338510590.0,1284940800.0,Vanguard,Exchange Traded Fund,Small Growth,23755.0,23755.0,0.1269018,0.0222236,13.07497,10.7941265
DJP,PCX,etf,20010.0,0.0069999998,0.0,0.0,US,commodity,us_market,US,USD,0.7,691922944.0,691922940.0,1149552000.0,iPath,Exchange Traded Fund,Commodities Broad Basket,91904.0,91904.0,0.0895005,0.1229201,17.38969,20.705748
CBCX.TO,TOR,etf,20010.0,0.0,0.8169,9760.7,Canada,index,ca_market,US,CAD,,6102335.0,6102335.0,1651104000.0,CI Investments Inc,Exchange Traded Fund,,626.0,626.0,0.5254674,,24.23025,15.026676
VCSH,NGM,etf,20009.0,0.00029999999,0.73,0.0,US,bond,us_market,US,USD,0.03,46924931072.0,46924931000.0,1258588800.0,Vanguard,Exchange Traded Fund,Short-Term Bond,4959516.0,4959516.0,0.055114496,0.022971202,6.7722,1.8397808
VONG,NGM,etf,20009.0,0.0007,0.1,845268.8,US,index,us_market,US,USD,0.07,44770758656.0,44770759000.0,1284940800.0,Vanguard,Exchange Traded Fund,Large Growth,2431578.0,2431578.0,0.2522151,0.13960141,18.48368,9.892691
XEG.TO,TOR,etf,20009.0,0.0,1.2294999,34089.01,Canada,sector,ca_market,US,CAD,,1571493376.0,1571493380.0,984960000.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,2661000.0,2661000.0,0.1567725,0.3285389,16.56914,27.771294
BITW,PCX,etf,20009.0,0.0075,0.03,0.0,US,commodity,us_market,US,USD,0.75,1044173120.0,1044173120.0,1511308800.0,Bitwise Investments,Exchange Traded Fund,Digital Assets,111470.0,111470.0,0.7422095,-0.0517659,-12.77264,-12.706125
XIC.TO,TOR,etf,20009.0,0.0,0.4127,59153.66,Canada,equity,ca_market,US,CAD,,21896636416.0,21896636400.0,982281600.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,418041.0,418041.0,0.1917115,0.1575291,31.59402,27.42212
CHPS.TO,TOR,etf,20009.0,0.0,0.6317,1030422.75,Canada,sector,ca_market,US,CAD,,153434000.0,153434000.0,1624233600.0,Global X Investments Canada Inc.,Exchange Traded Fund,,18104.0,18104.0,0.37308472,,46.02693,48.559155
GSG,PCX,etf,20008.0,0.0075,0.0,0.0,US,index,us_market,US,USD,0.75,1081672832.0,1081672830.0,1152489600.0,iShares,Exchange Traded Fund,Commodities Broad Basket,945432.0,945432.0,0.0782582,0.1345671,6.18792,11.576139
FTEC,PCX,etf,20008.0,0.00084,0.09,453279.94,US,sector,us_market,US,USD,0.084,16670223360.0,16670223400.0,1382313600.0,Fidelity Investments,Exchange Traded Fund,Technology,332930.0,332930.0,0.2741362,0.161143,22.09356,17.775154
JAPN.TO,TOR,etf,20008.0,0.0,0.44759998,37199.79,Canada,index,ca_market,US,CAD,,755789440.0,755789440.0,1533081600.0,CI Investments Inc,Exchange Traded Fund,,2026.0,2026.0,0.3434707,0.24752001,29.67468,39.561546
XIGS.TO,TOR,etf,20007.0,0.0,0.1729,0.0,Canada,bond,ca_market,US,CAD,,534781184.0,534781184.0,1625529600.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,9362.0,9362.0,0.039716497,,4.77703,0.13433695
XAW.TO,TOR,etf,20007.0,0.0,0.0999,216427.16,Canada,index,ca_market,US,CAD,,,,1571702400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,72137.0,72137.0,0.18506171,0.1258473,15.7502,12.391817
FDN,PCX,etf,20007.0,0.0049,0.32,246499.81,US,index,us_market,US,USD,0.49,6554672128.0,6554672100.0,1150675200.0,First Trust,Exchange Traded Fund,Technology,505654.0,505654.0,0.19584,0.021685801,10.58664,-5.777258
TDIV,NGM,etf,20007.0,0.005,0.24,174861.77,US,sector,us_market,US,USD,0.5,3708242432.0,3708242430.0,1344816000.0,First Trust,Exchange Traded Fund,Technology,115623.0,115623.0,0.24607071,0.15804599,25.17674,19.7083
VXC.TO,TOR,etf,20007.0,0.0,0.0429,211990.02,Canada,index,ca_market,US,CAD,,2883990272.0,2883990270.0,1404086400.0,Vanguard Investments Canada Inc,Exchange Traded Fund,,66296.0,66296.0,0.18680741,0.1213377,16.17648,13.070798
VOX,PCX,etf,20007.0,0.00090000004,0.12,304735.56,US,sector,us_market,US,USD,0.09,6616791040.0,6616791000.0,1095897600.0,Vanguard,Exchange Traded Fund,Communications,214644.0,214644.0,0.2687692,0.1027895,26.26989,15.772093
SCHK,PCX,etf,20007.0,0.00029999999,0.03,347895.9,US,index,us_market,US,USD,0.03,4858172928.0,4858172900.0,1507680000.0,Schwab ETFs,Exchange Traded Fund,Large Blend,1339438.0,1339438.0,0.1995139,0.1314691,17.27593,13.010895
XLB.TO,TOR,etf,20006.0,0.0,0.5978,0.0,Canada,bond,ca_market,US,CAD,,837704064.0,837704060.0,1162771200.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,37919.0,37919.0,0.0111366,-0.0324178,-0.94843,-6.6966534
VNQI,NGM,etf,20006.0,0.0011999999,0.1,6071.0,US,sector,us_market,US,USD,0.12,3856471296.0,3856471300.0,1288569600.0,Vanguard,Exchange Traded Fund,Global Real Estate,299201.0,299201.0,0.0765012,0.0199972,21.97941,19.877005
XBM.TO,TOR,etf,20006.0,0.0,0.5086,27625.07,Canada,sector,ca_market,US,CAD,,348271680.0,348271680.0,1302566400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,69626.0,69626.0,0.1927098,0.20887011,51.02647,83.200005
ESGE.TO,TOR,etf,20006.0,0.0,0.19940001,88064.66,Canada,index,ca_market,US,CAD,,113297776.0,113297776.0,1579046400.0,BMO Asset Management Inc,Exchange Traded Fund,,1361.0,1361.0,0.1405537,0.0902635,19.68644,15.437258
XBB.TO,TOR,etf,20006.0,0.0,0.3147,0.0,Canada,bond,ca_market,US,CAD,,9107752960.0,9107753000.0,974678400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,190362.0,190362.0,0.033226598,-0.00078550004,2.56939,-2.2499144
ZID.TO,TOR,etf,20006.0,0.0,0.4234,71999.07,Canada,index,ca_market,US,CAD,,219073200.0,219073200.0,1263859200.0,BMO Asset Management Inc,Exchange Traded Fund,,7875.0,7875.0,0.098149,0.0664668,-0.89743,-5.610633
VOT,PCX,etf,20006.0,0.0007,0.21,45022.18,US,index,us_market,US,USD,0.07,31912908800.0,31912908800.0,1155772800.0,Vanguard,Exchange Traded Fund,Mid-Cap Growth,218788.0,218788.0,0.1170495,0.0528972,10.68775,-0.9594679
VTIP,NGM,etf,20006.0,0.00029999999,0.25,0.0,US,bond,us_market,US,USD,0.03,64943595520.0,64943596000.0,1350000000.0,Vanguard,Exchange Traded Fund,Short-Term Inflation-Protected Bond,2555893.0,2555893.0,0.0509282,0.0347276,6.06737,1.4294505
TDTF,PCX,etf,20006.0,0.0018000001,0.59,0.0,US,bond,us_market,US,USD,0.18,944772416.0,944772420.0,1316390400.0,Flexshares Trust,Exchange Traded Fund,Inflation-Protected Bond,148611.0,148611.0,0.0433546,0.0179496,7.85417,1.6476512
WXM.TO,TOR,etf,20006.0,0.0,1.6232,24077.96,Canada,equity,ca_market,US,CAD,,863551808.0,863551810.0,1329091200.0,CI Investments Inc,Exchange Traded Fund,,8744.0,8744.0,0.2498101,0.1885125,37.93958,37.414764
ZPL.TO,TOR,etf,20006.0,0.0,0.4625,0.0,Canada,bond,ca_market,US,CAD,,310266656.0,310266656.0,1363651200.0,BMO Asset Management Inc,Exchange Traded Fund,,10136.0,10136.0,0.0088726,-0.0354845,-1.06891,-6.4083996
FIDU,PCX,etf,20006.0,0.00084,0.03,53658.96,US,sector,us_market,US,USD,0.084,1541738240.0,1541738240.0,1382313600.0,Fidelity Investments,Exchange Traded Fund,Industrials,99658.0,99658.0,0.2038064,0.1551017,18.71157,23.667347
JDST,PCX,etf,20006.0,0.0089,0.0,0.0,US,gold,us_market,US,USD,0.89,40299648.0,40299648.0,1380758400.0,Direxion Funds,Exchange Traded Fund,Trading--Inverse Equity,46512445.0,46512445.0,-0.6913724,-0.5415456,-91.08782,-91.29401
BASE.TO,TOR,etf,20006.0,0.0,0.7545,44661.55,Canada,sector,ca_market,US,CAD,,59757120.0,59757120.0,1560211200.0,Evolve Funds Group Inc,Exchange Traded Fund,,4678.0,4678.0,0.102238,0.1129305,30.47833,29.54545
XUS-U.TO,TOR,etf,20006.0,0.0,0.0548,631299.4,Canada,index,ca_market,US,USD,,10293138432.0,10293138400.0,1365552000.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,3760.0,3760.0,,,,13.678133
XCBG.TO,TOR,etf,20006.0,0.0,0.308,0.0,Canada,bond,ca_market,US,CAD,,98367928.0,98367928.0,1628208000.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,1359.0,1359.0,0.0532728,,4.42042,-0.27672648
VPL,PCX,etf,20005.0,0.0007,0.07,26217.47,US,index,us_market,US,USD,0.07,12548873216.0,12548873200.0,997660800.0,Vanguard,Exchange Traded Fund,Diversified Pacific/Asia,880445.0,880445.0,0.1712744,0.075852,33.16381,35.67655
FNGO,PCX,etf,20005.0,0.0095,0.0,1431810.2,US,index,us_market,US,USD,0.95,583067008.0,583067010.0,1533081600.0,BMO Capital Markets,Exchange Traded Fund,Trading--Leveraged Equity,12208.0,12208.0,0.68100095,0.19902919,27.11235,5.1299453
HMMJ.TO,TOR,etf,20005.0,0.0,0.3351,863.1,Canada,equity,ca_market,US,CAD,,46896616.0,46896616.0,1491264000.0,Global X Investments Canada Inc.,Exchange Traded Fund,,15309.0,15309.0,-0.16086069,-0.3053951,-12.99722,-18.625277
VSP.TO,TOR,etf,20005.0,0.0,0.1693,637768.75,Canada,index,ca_market,US,CAD,,5236787712.0,5236787700.0,1351814400.0,Vanguard Investments Canada Inc,Exchange Traded Fund,,50967.0,50967.0,0.1849746,0.1285106,15.60754,11.852837
FVD,PCX,etf,20005.0,0.0061000003,0.73,37408.23,US,index,us_market,US,USD,0.61,8385955328.0,8385955300.0,1061251200.0,First Trust,Exchange Traded Fund,Mid-Cap Value,922008.0,922008.0,0.0798388,0.0888151,8.20734,9.568739
UDN,PCX,etf,20005.0,0.0,0.0,0.0,US,currency,us_market,US,USD,0.0,138699616.0,138699616.0,1171929600.0,Invesco,Exchange Traded Fund,Trading--Miscellaneous,206400.0,206400.0,0.0420109,-0.0025994,12.16501,8.811355
XSTP-U.TO,TOR,etf,20005.0,0.0,0.3877,0.0,Canada,bond,ca_market,US,USD,,630473792.0,630473790.0,1625529600.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,1362.0,1362.0,,,,0.818336
UBOT,PCX,etf,20005.0,0.013200001,0.13,28744.83,US,index,us_market,US,USD,1.32,32546708.0,32546708.0,1524096000.0,Direxion Funds,Exchange Traded Fund,Trading--Leveraged Equity,24423.0,24423.0,0.1665593,-0.0919437,13.19241,6.1199784
ZMU.TO,TOR,etf,20005.0,0.0,0.1735,0.0,Canada,bond,ca_market,US,CAD,,3463462656.0,3463462660.0,1363737600.0,BMO Asset Management Inc,Exchange Traded Fund,,13185.0,13185.0,0.037439,-0.0021172,7.26908,1.6666651
BANK.TO,TOR,etf,20005.0,0.0,0.2783,101164.75,Canada,sector,ca_market,US,CAD,,844018752.0,844018750.0,1707091200.0,Evolve Funds Group Inc,Exchange Traded Fund,,428270.0,428270.0,0.231491,,41.08544,19.725346
XEF.TO,TOR,etf,20005.0,0.0,0.2666,60370.06,Canada,index,ca_market,US,CAD,,16471330816.0,16471330800.0,1365552000.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,238635.0,238635.0,0.16496879,0.1083277,25.36442,20.968342
ESGA.TO,TOR,etf,20005.0,0.0,0.2344,92696.44,Canada,index,ca_market,US,CAD,,187337888.0,187337888.0,1579046400.0,BMO Asset Management Inc,Exchange Traded Fund,,1245.0,1245.0,0.1878752,0.1345222,32.36831,23.159838
XCV.TO,TOR,etf,20005.0,0.0,0.42180002,90002.46,Canada,index,ca_market,US,CAD,,102943240.0,102943240.0,1162771200.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,4487.0,4487.0,0.2018651,0.19938841,36.34761,29.38503
CMVP.TO,TOR,etf,20005.0,0.0,0.0,74214.8,Canada,equity,ca_market,US,CAD,,263930192.0,263930192.0,1737676800.0,Hamilton Capital Partners Inc.,Exchange Traded Fund,,25952.0,25952.0,,,0.0280419,21.557629
ZUQ-U.TO,TOR,etf,20004.0,0.0,0.5525,357942.94,Canada,index,ca_market,US,USD,,524150208.0,524150208.0,1594857600.0,BMO Asset Management Inc,Exchange Traded Fund,,401.0,401.0,,,,11.909366
VGIT,NGM,etf,20004.0,0.00029999999,0.55,0.0,US,bond,us_market,US,USD,0.03,44583424000.0,44583424000.0,1268956800.0,Vanguard,Exchange Traded Fund,Intermediate Government,3528939.0,3528939.0,0.035386,-0.0013332,7.39488,2.1929026
VTWO,NGM,etf,20004.0,0.0007,0.14,3129.24,US,index,us_market,US,USD,0.07,14309649408.0,14309649400.0,1284940800.0,Vanguard,Exchange Traded Fund,Small Blend,3250968.0,3250968.0,0.116858795,0.0563416,12.87698,13.847149
ZEA.TO,TOR,etf,20004.0,0.0,0.2374,89780.54,Canada,index,ca_market,US,CAD,,11286970368.0,11286970400.0,1391990400.0,BMO Asset Management Inc,Exchange Traded Fund,,92402.0,92402.0,0.16535419,0.111166604,25.02443,20.739735
EWC,PCX,etf,20004.0,0.005,0.04,60891.22,US,index,us_market,US,USD,0.5,3864725504.0,3864725500.0,826588800.0,iShares,Exchange Traded Fund,Miscellaneous Region,2307057.0,2307057.0,0.17989701,0.139765,36.02906,31.60287
HXH.TO,TOR,etf,20004.0,0.001,0.0,0.0,Canada,index,ca_market,US,CAD,0.1,184256784.0,184256784.0,1460073600.0,Global X Investments Canada Inc.,Exchange Traded Fund,,1472.0,1472.0,0.1537458,0.1705834,25.49467,29.021502
XQQ.TO,TOR,etf,20004.0,0.0,0.3539,846454.94,Canada,index,ca_market,US,CAD,,4201549568.0,4201549570.0,1304380800.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,185086.0,185086.0,0.24935341,0.1288624,18.40749,9.852373
ZEO.TO,TOR,etf,20004.0,0.0,0.3515,35292.11,Canada,sector,ca_market,US,CAD,,229765920.0,229765920.0,1255996800.0,BMO Asset Management Inc,Exchange Traded Fund,,22092.0,22092.0,0.1690994,0.2782411,13.52976,20.109272
XAW-U.TO,TOR,etf,20004.0,0.0,0.0999,216427.16,Canada,index,ca_market,US,USD,,,,1571702400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,604.0,604.0,0.17463261,0.1159984,21.44593,19.895924
LGLV,PCX,etf,20004.0,0.0011999999,0.16,55133.54,US,index,us_market,US,USD,0.12,1113288704.0,1113288700.0,1361318400.0,State Street Investment Management,Exchange Traded Fund,Large Blend,32605.0,32605.0,0.1179983,0.1130199,8.30295,6.711328
XDU-U.TO,TOR,etf,20004.0,0.0,0.4273,173564.88,Canada,index,ca_market,US,USD,,,,1571702400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,223.0,223.0,0.104961395,0.1009261,11.31225,12.859845
LTPZ,PCX,etf,20004.0,0.002,0.16,0.0,US,bond,us_market,US,USD,0.2,685246528.0,685246530.0,1251936000.0,PIMCO,Exchange Traded Fund,Inflation-Protected Bond,64968.0,64968.0,-0.0150815,-0.057093803,4.02666,-5.079132
IQDF,PCX,etf,20004.0,0.0047,0.61,44186.61,US,index,us_market,US,USD,0.47,944701120.0,944701120.0,1365724800.0,Flexshares Trust,Exchange Traded Fund,Foreign Large Value,99490.0,99490.0,0.20004311,0.1136809,35.2184,34.056484
XSEA.TO,TOR,etf,20004.0,0.0,0.32819998,83200.77,Canada,index,ca_market,US,CAD,,307916480.0,307916480.0,1552867200.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,2805.0,2805.0,0.1607502,0.1090968,23.50436,18.012238
AFK,PCX,etf,20004.0,0.0088,0.44,12082.24,US,index,us_market,US,USD,0.88,107285888.0,107285888.0,1215648000.0,VanEck,Exchange Traded Fund,Miscellaneous Region,70511.0,70511.0,0.2007665,0.0852999,68.52122,66.15746
VAW,PCX,etf,20004.0,0.00090000004,0.07,36817.3,US,sector,us_market,US,USD,0.09,4098974976.0,4098974980.0,1075075200.0,Vanguard,Exchange Traded Fund,Natural Resources,83470.0,83470.0,0.0957236,0.0991368,12.26302,18.693184
XCSR.TO,TOR,etf,20004.0,0.0,0.11,64303.18,Canada,index,ca_market,US,CAD,,461994848.0,461994848.0,1586908800.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,4689.0,4689.0,0.2150314,0.153497,39.14753,25.9225
CHNA-B.TO,TOR,etf,20004.0,0.0,1.1445,76904.2,Canada,index,ca_market,US,CAD,,91165888.0,91165888.0,1533081600.0,CI Investments Inc,Exchange Traded Fund,,1160.0,1160.0,0.0766204,-0.0231393,24.93128,24.97691
XMI.TO,TOR,etf,20004.0,0.0,0.1197,53124.75,Canada,index,ca_market,US,CAD,,177588240.0,177588240.0,1343088000.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,1783.0,1783.0,0.1405635,0.0789117,19.31198,16.367268
ZFM.TO,TOR,etf,20004.0,0.0,0.5802,0.0,Canada,bond,ca_market,US,CAD,,816685696.0,816685700.0,1243555200.0,BMO Asset Management Inc,Exchange Traded Fund,,19166.0,19166.0,0.026424201,-0.0071723,2.94462,-1.6637325
PXU-F.TO,TOR,etf,20004.0,0.0,0.82449996,200387.12,Canada,equity,ca_market,US,CAD,,55621264.0,55621264.0,1327536000.0,Invesco Canada Ltd,Exchange Traded Fund,,412.0,412.0,0.14407401,0.1279332,16.24422,14.7799015
XSUS.TO,TOR,etf,20004.0,0.0,0.376,527545.06,Canada,index,ca_market,US,CAD,,590298176.0,590298180.0,1552867200.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,34297.0,34297.0,0.2013086,0.1401455,11.16431,5.9582233
LVHD,NGM,etf,20004.0,0.0027,0.49,47214.27,US,index,us_market,US,USD,0.27,567969344.0,567969340.0,1451260800.0,Franklin Templeton Investments,Exchange Traded Fund,Mid-Cap Value,52431.0,52431.0,0.0726026,0.0924298,7.52273,8.647955
QQC.TO,TOR,etf,20004.0,0.0,0.2182,852597.4,Canada,index,ca_market,US,CAD,,2617544448.0,2617544450.0,1308182400.0,Invesco Canada Ltd,Exchange Traded Fund,,109742.0,109742.0,0.2794217,,15.02889,11.0149975
XEC.TO,TOR,etf,20003.0,0.0,0.2683,61800.1,Canada,index,ca_market,US,CAD,,,,1571702400.0,BlackRock Asset Management Canada Ltd,Exchange Traded Fund,,77485.0,77485.0,0.1648094,0.0575257,25.34438,31.010103
FSTA,PCX,etf,20003.0,0.00084,0.13,103830.87,US,sector,us_market,US,USD,0.084,1315878272.0,1315878270.0,1382313600.0,Fidelity Investments,Exchange Traded Fund,Consumer Defensive,166268.0,166268.0,0.0949763,0.092385195,1.90795,6.743777
ZCN.TO,TOR,etf,20003.0,0.0,0.28100002,58279.02,Canada,equity,ca_market,US,CAD,,13457839104.0,13457839100.0,1243555200.0,BMO Asset Management Inc,Exchange Traded Fund,,182801.0,182801.0,0.19195881,0.1576169,31.54614,27.373959
BOND,NYQ,etf,20003.0,0.0054,4.96,0.0,US,bond,us_market,US,USD,0.54,6847333376.0,6847333400.0,1330473600.0,PIMCO,Exchange Traded Fund,Intermediate Core-Plus Bond,457193.0,457193.0,0.046962097,0.0030053,8.45843,1.98313
TLTW,BTS,etf,20021.0,0.0034999999,0.0,0.0,US,bond,us_market,US,USD,0.35,1647360000.0,1647360000.0,1660780800.0,iShares,Exchange Traded Fund,Derivative Income,1380215.0,1380215.0,0.0046646,,11.27701,-4.5300603
JNK,PCX,etf,20019.0,0.004,0.49,0.0,US,bond,us_market,US,USD,0.4,7759039488.0,7759039500.0,1196208000.0,State Street Investment Management,Exchange Traded Fund,High Yield Bond,4379642.0,4379642.0,0.082094,0.0382244,8.67308,0.6112695
MUB,PCX,etf,20018.0,0.0005,0.17,0.0,US,bond,us_market,US,USD,0.05,41534316544.0,41534317000.0,1189123200.0,iShares,Exchange Traded Fund,Muni National Interm,3867732.0,3867732.0,0.0294251,0.0083342,3.6855,0.6358743
VPLS,NGM,etf,20017.0,0.002,3.92,0.0,US,bond,us_market,US,USD,0.2,1073945344.0,1073945340.0,1701907200.0,Vanguard,Exchange Traded Fund,Intermediate Core-Plus Bond,127576.0,127576.0,,,8.10191,1.812017
SHY,NGM,etf,20016.0,0.0015,0.55,0.0,US,bond,us_market,US,USD,0.15,23619264512.0,23619264500.0,1027296000.0,iShares,Exchange Traded Fund,Short Government,4078193.0,4078193.0,0.0418691,0.0165578,5.00267,0.81647635
TIP,PCX,etf,20014.0,0.0018000001,0.22,0.0,US,bond,us_market,US,USD,0.18,13877549056.0,13877549100.0,1070496000.0,iShares,Exchange Traded Fund,Inflation-Protected Bond,2855111.0,2855111.0,0.0362861,0.0093553,6.70739,1.3979554
ICVT,BTS,etf,20011.0,0.002,0.25,0.0,US,bond,us_market,US,USD,0.2,3976773120.0,3976773120.0,1433203200.0,iShares,Exchange Traded Fund,Convertibles,724721.0,724721.0,0.1412311,0.0311239,17.87202,18.75
NEAR,BTS,etf,20011.0,0.0025,1.63,0.0,US,bond,us_market,US,USD,0.25,3754614784.0,3754614780.0,1380067200.0,iShares,Exchange Traded Fund,Short-Term Bond,575805.0,575805.0,0.0599996,0.038171798,5.95035,1.0480523
ICSH,BTS,etf,20009.0,0.0008,0.49,0.0,US,bond,us_market,US,USD,0.08,6743907840.0,6743907800.0,1386720000.0,iShares,Exchange Traded Fund,Ultrashort Bond,1519395.0,1519395.0,0.052845,0.0346699,4.8852,0.15838146
BLV,PCX,etf,20009.0,0.00029999999,0.26,0.0,US,bond,us_market,US,USD,0.03,8528203264.0,8528203300.0,1175558400.0,Vanguard,Exchange Traded Fund,Long-Term Bond,797577.0,797577.0,0.0076595997,-0.0417535,6.52877,-1.058501
VUSB,BTS,etf,20009.0,0.001,0.62,0.0,US,bond,us_market,US,USD,0.1,6734311936.0,6734311900.0,1617667200.0,Vanguard,Exchange Traded Fund,Ultrashort Bond,1712031.0,1712031.0,0.0541145,,5.22478,0.39271116
IUSB,NGM,etf,20008.0,0.00059999997,0.88,0.0,US,bond,us_market,US,USD,0.06,34464858112.0,34464858000.0,1402358400.0,iShares,Exchange Traded Fund,Intermediate Core-Plus Bond,3277535.0,3277535.0,0.0416148,0.0017993,7.47013,1.9526124
TMB,NGM,etf,20007.0,0.0055,0.0,0.0,US,bond,us_market,US,USD,0.55,75377592.0,75377592.0,1738627200.0,Thornburg,Exchange Traded Fund,Multisector Bond,18531.0,18531.0,,,0.0043714,2.3524761
FIG-U.TO,TOR,etf,20006.0,0.0,3.3953,0.0,Canada,bond,ca_market,US,USD,,,,1512604800.0,CI Investments Inc,Exchange Traded Fund,,89.0,89.0,0.0565416,0.0104548,6.58223,3.500545
SPHY,PCX,etf,20006.0,0.0005,0.52,0.0,US,bond,us_market,US,USD,0.05,10465940480.0,10465940500.0,1339977600.0,State Street Investment Management,Exchange Traded Fund,High Yield Bond,5333713.0,5333713.0,0.086032696,0.046504997,8.52334,-0.08435249
GOVT,BTS,etf,20006.0,0.0005,0.18,0.0,US,bond,us_market,US,USD,0.05,33488746496.0,33488746500.0,1329177600.0,iShares,Exchange Traded Fund,Intermediate Government,7204533.0,7204533.0,0.027699001,-0.008018101,6.15393,1.235652
USHY,BTS,etf,20005.0,0.0008,0.21,0.0,US,bond,us_market,US,USD,0.08,25546704896.0,25546704900.0,1508889600.0,iShares,Exchange Traded Fund,High Yield Bond,10745921.0,10745921.0,0.0867171,0.0445817,8.786,0.6184459
STXT,NYQ,etf,20005.0,0.0049,0.39,0.0,US,bond,us_market,US,USD,0.49,120867008.0,120867008.0,1691539200.0,Strive AM,Exchange Traded Fund,Intermediate Core-Plus Bond,18171.0,18171.0,,,6.7351,0.46073198
